ID,Sales
883,116.43632404549903
884,116.33872774382301
885,112.58510386586615
886,109.73772818243786
887,67.70338438177522
888,70.88959064866017
889,69.43629640593657
890,66.2427277976188
891,66.6987773079758
892,69.64010642532452
893,70.00013922472361
894,67.49352357050113
895,66.52489475870402
896,113.10295852206151
897,114.4688895256829
898,113.0868050337147
899,111.52077146498759
900,112.33615827409098
901,69.31841146329975
902,69.01170943752116
903,67.5214301168021
904,67.40587234058546
905,68.69324351275816
906,69.12941693945713
907,68.1045970905417
908,67.45313300187287
909,68.19000695333143
910,113.57069640562257
911,113.1183497984451
912,112.32292701394567
913,112.51640304715353
914,113.26972834388214
915,68.68053480747413
916,68.02096157475701
917,67.82822861493035
918,68.36126100207673
919,68.66993198159886
920,68.27883877483373
921,67.90451058151928
922,68.153099005953365
923,68.54849121117182
924,113.04496447519334
925,112.66505474333852
926,112.67004236203053
927,113.00716319283627
928,113.0902245041182
929,68.20014573919038
930,68.0549936896871
931,68.26170557160454
932,68.44364880300344
933,68.30813026211159
934,68.11213692768357
935,68.18107760581655
936,68.37221627916517
937,68.36086846867144
938,112.80259152334858
939,112.7680199198977
940,112.91100705150687
941,112.97866691139114
942,112.86982654898597
1825,170.31840373753596
1826,157.31437612373347
1827,154.33154148084466
1828,155.49762712461504
1829,98.5434343548005
1830,100.15689461943522
1831,100.43069343332645
1832,99.56542442842563
1833,98.25152372665745
1834,97.2031398481475
1835,96.82190026130908
1836,97.09824742581591
1837,97.72738114849318
1838,157.5502169343104
1839,157.8575648083584
1840,157.81245917659143
1841,157.5315062420173
1842,157.20641697845915
1843,97.77419831540995
1844,97.74332989515268
1845,97.85657647426768
1846,98.02328088539727
1847,98.15328557681566
1848,98.19766776195439
1849,98.15966775262659
1850,98.07898843998606
1851,98.00384860601243
1852,157.18920889463655
1853,157.19665496999266
1854,157.23308050420553
1855,157.2740661532984
1856,157.2997876106297
1857,98.08034042806216
1858,98.06540881628183
1859,98.04423494279442
1860,98.02812070535447
1861,98.02299081895639
1862,98.02817399094728
1863,98.03850681904703
1864,98.0479001110403
1865,98.05235190288181
1866,157.27360077796212
1867,157.26888632484423
1868,157.26372415811133
1869,157.26057661112634
1870,157.2603209275984
1871,98.03987548581588
1872,98.04256209199048
1873,98.04455687672404
1874,98.04514428534699
1875,98.04444199792492
1876,98.0431202507896
1877,98.04194724273641
1878,98.0414141576449
1879,98.04158807179732
1880,157.26460580366216
1881,157.26525533826532
1882,157.26563975963742
1883,157.26565712702603
1884,157.2653997099699
2767,205.1899670034686
2768,198.53542843151536
2769,208.22147041322262
2770,199.73334178854782
2771,145.25562683602604
2772,147.48247452449237
2773,146.14830775428814
2774,146.6141466601436
2775,146.79895608242134
2776,146.49858143804627
2777,146.5910311574826
2778,146.60479384784745
2779,146.56110509166024
2780,202.90272223132132
2781,202.90297751704435
2782,202.8963882845528
2783,202.90099593743946
2784,202.90009334589115
2785,146.58249813422842
2786,146.58333959797557
2787,146.583087403345
2788,146.58298134262617
2789,146.58313697387183
2790,146.5830771694883
2791,146.58306897711836
2792,146.58309348459943
2793,146.58307995833104
2794,202.89965348386926
2795,202.8996572349941
2796,202.89965462914853
2797,202.89965513262752
2798,202.8996556582769
2799,146.58308216815183
2800,146.58308231466572
2801,146.58308237253303
2802,146.58308228769434
2803,146.58308232285327
2804,146.5830823268524
2805,146.58308231319492
2806,146.58308232076422
2807,146.5830823202908
2808,202.89965532582795
2809,202.89965532730258
2810,202.89965532700637
2811,202.8996553267263
2812,202.89965532699767
2813,146.58308231930852
2814,146.58308231927782
2815,146.58308231932477
2816,146.5830823193045
2817,146.58308231930266
2818,146.58308231931022
2819,146.58308231930593
2820,146.58308231930627
2821,146.5830823193074
2822,202.8996553269102
2823,202.89965532691036
2824,202.89965532691053
2825,202.89965532691036
2826,202.89965532691042
3709,147.52317696908204
3710,132.2388711227264
3711,147.2696672854328
3712,140.25735002966246
3713,89.46018614515962
3714,96.68199097902566
3715,89.74777269285758
3716,92.86656823710618
3717,93.97455802565666
3718,90.56589359936001
3719,93.76237439559755
3720,92.37892515692943
3721,91.80531372629258
3722,142.100024757438
3723,140.62770772124503
3724,141.2396105291354
3725,141.53317098338232
3726,140.77609809295387
3727,92.7662232220157
3728,92.49643791390294
3729,92.34761475831756
3730,92.70388516493558
3731,92.3922812046172
3732,92.51080950697614
3733,92.58566205535136
3734,92.41816208446794
3735,92.56133580537826
3736,141.19695118297494
3737,141.1595556241648
3738,141.23823362625774
3739,141.17250506614033
3740,141.19510414604136
3741,92.5261930512596
3742,92.48926935288024
3743,92.51941797779193
3744,92.50962115168547
3745,92.50044182262008
3746,92.51775509351872
3747,92.5039386978047
3748,92.50816132930164
3749,92.51267751508415
3750,141.1920518192946
3751,141.1983777766335
3752,141.19656982543557
3753,141.19435667189805
3754,141.19815352765653
3755,92.50777437612197
3756,92.50854242677828
3757,92.50962313620916
3758,92.50784727630007
3759,92.50916966305117
3760,92.50884641619264
3761,92.50832038161452
3762,92.50915031374888
3763,92.50854659492184
3764,141.1961665665137
3765,141.1964218690564
3766,141.19603431632189
3767,141.19630965420552
3768,141.19625447154743
4651,160.22005513923546
4652,159.95437798223472
4653,157.14097609460958
4654,156.6018553849549
4655,124.18202920500113
4656,125.2359768921251
4657,123.65809587111742
4658,122.34497920741252
4659,123.3149431188429
4660,124.68109302840469
4661,124.23628878344914
4662,122.96788185215985
4663,122.99791755873143
4664,158.70944802832432
4665,158.97520424958998
4666,158.14490339319835
4667,157.69662006391806
4668,158.27279063135651
4669,124.16793629974572
4670,123.82819093888007
4671,123.28846802771173
4672,123.42768248392818
4673,123.91889605551553
4674,123.93502873086324
4675,123.52666864258575
4676,123.40245978870105
4677,123.7119185252511
4678,158.5377768432102
4679,158.32876248222607
4680,158.1139794497886
4681,158.23139928087508
4682,158.44368344002018
4683,123.76490662150701
4684,123.5753926179508
4685,123.55860399206757
4686,123.71328980290795
4687,123.76931144419558
4688,123.65452027626964
4689,123.5763442321392
4690,123.65161158992932
4691,123.73769258715446
4692,158.33541645547834
4693,158.25227259718937
4694,158.26328184984456
4695,158.33612486540346
4696,158.3466129204604
4697,123.65060992390407
4698,123.62598293647544
4699,123.66834782593827
4700,123.70051977374264
4701,123.67364125543168
4702,123.63932617468625
4703,123.65261187795274
4704,123.68504442172535
4705,123.68266967434153
4706,158.2924156308273
4707,158.28685243464255
4708,158.30878249383767
4709,158.31939925810693
4710,158.30384983512587
5593,123.80061881127259
5594,122.67941261879824
5595,125.36066895534553
5596,121.54443555672609
5597,96.5863697568375
5598,96.5863697568375
5599,96.5863697568375
5600,96.5863697568375
5601,96.5863697568375
5602,96.5863697568375
5603,96.5863697568375
5604,96.5863697568375
5605,96.5863697568375
5606,122.867427268598
5607,122.867427268598
5608,122.867427268598
5609,122.867427268598
5610,122.867427268598
5611,96.5863697568375
5612,96.5863697568375
5613,96.5863697568375
5614,96.5863697568375
5615,96.5863697568375
5616,96.5863697568375
5617,96.5863697568375
5618,96.5863697568375
5619,96.5863697568375
5620,122.867427268598
5621,122.867427268598
5622,122.867427268598
5623,122.867427268598
5624,122.867427268598
5625,96.5863697568375
5626,96.5863697568375
5627,96.5863697568375
5628,96.5863697568375
5629,96.5863697568375
5630,96.5863697568375
5631,96.5863697568375
5632,96.5863697568375
5633,96.5863697568375
5634,122.867427268598
5635,122.867427268598
5636,122.867427268598
5637,122.867427268598
5638,122.867427268598
5639,96.5863697568375
5640,96.5863697568375
5641,96.5863697568375
5642,96.5863697568375
5643,96.5863697568375
5644,96.5863697568375
5645,96.5863697568375
5646,96.5863697568375
5647,96.5863697568375
5648,122.867427268598
5649,122.867427268598
5650,122.867427268598
5651,122.867427268598
5652,122.867427268598
6535,178.33120276786946
6536,177.33499959984837
6537,176.42917911376486
6538,175.60554114578034
6539,133.12579026486247
6540,132.4448252528226
6541,131.82564226082593
6542,131.2626359817963
6543,130.75070966223666
6544,130.28522896260827
6545,129.86198000382663
6546,129.47713122007954
6547,129.12719867263044
6548,170.53985375535382
6549,170.25053753797505
6550,169.98747015867883
6551,169.74827013499274
6552,169.53077204958015
6553,127.60216770251297
6554,127.42234526582509
6555,127.2588376077106
6556,127.11016453468089
6557,126.97498014699536
6558,126.85206065457149
6559,126.74029329832256
6560,126.63866627663099
6561,126.54625958576416
6562,168.1930759360649
6563,168.11667620001015
6564,168.04720799485753
6565,167.98404244250972
6566,167.9266077211917
6567,126.14354464414106
6568,126.09605893171143
6569,126.05288146300242
6570,126.01362136330656
6571,125.97792322086757
6572,125.94546386942764
6573,125.915949462685
6574,125.88911281417766
6575,125.8647109785119
6576,167.57336229679072
6577,167.55318741782224
6578,167.53484294827973
6579,167.51816282031854
6580,167.50299603295753
6581,125.75836604035368
6582,125.74582648785687
6583,125.73442461331709
6584,125.72405719844687
6585,125.71463038966064
6586,125.70605884844188
6587,125.6982649787951
6588,125.69117822478894
6589,125.68473443183116
6590,167.40971451064505
6591,167.4043869301793
6592,167.3995427059467
6593,167.39513798441004
6594,167.3911328907389
7477,183.33822541349247
7478,184.19271114654464
7479,176.64942637750346
7480,173.63206654280611
7481,124.67500035676422
7482,129.18838281501863
7483,125.38180274620032
7484,120.2374000012439
7485,122.10838098812815
7486,127.30785441857913
7487,127.26161896103437
7488,122.64950823400828
7489,121.32774969857886
7490,179.88971434134285
7491,182.2516153871471
7492,179.66285209060518
7493,176.8084741149724
7494,178.2899174880892
7495,126.51882922228528
7496,126.16229219671212
7497,123.38414512536244
7498,122.89734305135823
7499,125.26826101292585
7500,126.46467588036869
7501,124.75418814673411
7502,123.20686342099194
7503,124.30253993279574
7504,180.86599766434472
7505,180.46302207125115
7506,178.8157659156604
7507,178.71455468308847
7508,180.1939125466069
7509,125.96599634993865
7510,124.86363910206869
7511,124.05033764958816
7512,124.82686397769302
7513,125.8293424660703
7514,125.48224527168131
7515,124.52285525220427
7516,124.58112972275048
7517,125.49535483646156
7518,180.57118248640748
7519,179.87735879750485
7520,179.46875466745064
7521,180.00397498024554
7522,180.57197318442903
7523,125.49892287894934
7524,124.9524227212914
7525,125.06225672286027
7526,125.62381980668899
7527,125.7373186380558
7528,125.31145630285069
7529,125.12118471582383
7530,125.48379227297494
7531,125.80447778277552
7532,180.42816904549073
7533,180.12626450632948
7534,180.2402984038223
7535,180.58492760090022
7536,180.6286605736742
8235,113.03635332541039
8236,113.1188639496253
8237,113.97262370324175
8238,114.15184932602935
8239,69.8245894222871
8240,69.43163496764568
8241,70.01512620991275
8242,70.55939029320852
